selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand
200000,74510,Petrol,Dealer,Manual,First Owner,16,Chevrolet
130000,87293,Petrol,Dealer,Manual,First Owner,17,Chevrolet
250000,156040,Diesel,Dealer,Manual,First Owner,14,Ford
400000,93415,Diesel,Dealer,Manual,First Owner,22,Ford
430000,101159,Petrol,Dealer,Manual,First Owner,9,Ford
170000,80000,Petrol,Individual,Manual,Second Owner,11,Hyundai
450000,12000,Petrol,Individual,Manual,First Owner,7,Tata
350000,90000,Petrol,Individual,Manual,First Owner,13,Maruti
130000,68519,Petrol,Dealer,Manual,First Owner,15,Chevrolet
180000,55130,Diesel,Dealer,Manual,First Owner,14,Chevrolet
475000,65239,Petrol,Dealer,Manual,First Owner,12,Ford
470000,58182,Petrol,Dealer,Manual,First Owner,11,Volkswagen
200000,91245,Diesel,Dealer,Manual,First Owner,14,Ford
650000,102989,Diesel,Dealer,Manual,First Owner,13,Mahindra
400000,50000,Petrol,Individual,Manual,First Owner,16,Honda
100000,120000,Petrol,Individual,Manual,First Owner,26,Maruti
409999,90000,Diesel,Individual,Manual,First Owner,12,Maruti
640000,25000,Diesel,Individual,Manual,First Owner,8,Maruti
160000,80000,Petrol,Individual,Manual,Second Owner,19,Maruti
750000,70000,Diesel,Individual,Manual,First Owner,8,Maruti
150000,50000,Diesel,Individual,Manual,Third Owner,24,Mahindra
80000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti
240000,90000,Diesel,Individual,Manual,Third Owner,10,Maruti
60000,60000,Petrol,Individual,Manual,Third Owner,21,Maruti
70000,120000,Petrol,Individual,Manual,Third Owner,19,Maruti
285000,90000,Diesel,Individual,Automatic,Second Owner,18,Volkswagen
350000,60000,Diesel,Individual,Manual,Second Owner,11,Maruti
699000,30000,Diesel,Individual,Manual,Second Owner,11,Hyundai
275000,108000,Diesel,Individual,Manual,Second Owner,15,Ford
350000,160000,Diesel,Individual,Manual,Second Owner,14,Hyundai
135000,90000,Petrol,Individual,Manual,Third Owner,20,Maruti
325000,120000,Diesel,Individual,Manual,Third Owner,16,Mahindra
650000,102000,Diesel,Individual,Manual,Second Owner,14,Mahindra
300000,178000,Diesel,Individual,Manual,Second Owner,17,Mahindra
1200000,200000,Diesel,Individual,Manual,Second Owner,12,Toyota
450000,60000,Petrol,Dealer,Manual,First Owner,14,Ford
425000,3000,Petrol,Individual,Manual,First Owner,7,Tata
150000,75118,Petrol,Individual,Manual,Second Owner,20,Maruti
290000,140000,Diesel,Individual,Manual,Second Owner,13,Maruti
335000,60000,Petrol,Individual,Manual,Second Owner,12,Hyundai
120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,20,Chevrolet
220000,70000,Diesel,Individual,Manual,Second Owner,14,Tata
61000,4637,Petrol,Individual,Manual,Second Owner,21,Ford
620000,70000,Diesel,Individual,Manual,First Owner,10,Maruti
425000,100000,Diesel,Individual,Manual,Second Owner,12,Maruti
85000,120000,Diesel,Individual,Manual,Second Owner,17,Tata
270000,40000,Diesel,Individual,Manual,Second Owner,11,Maruti
180000,220000,Diesel,Individual,Manual,First Owner,17,Maruti
450000,30000,Petrol,Individual,Manual,First Owner,9,Mahindra
450000,42655,Diesel,Individual,Manual,First Owner,14,Tata
250000,43000,Petrol,Individual,Manual,Second Owner,9,Renault
725000,70000,Diesel,Individual,Manual,First Owner,14,Toyota
250000,55000,Petrol,Individual,Manual,First Owner,16,Hyundai
99000,80000,Diesel,Individual,Manual,Second Owner,16,Fiat
350000,55000,Petrol,Individual,Manual,First Owner,9,Renault
511000,70000,Petrol,Individual,Manual,First Owner,8,Hyundai
300000,80000,Diesel,Individual,Manual,First Owner,14,Maruti
1100000,110000,Petrol,Individual,Automatic,First Owner,16,Audi
125000,60000,Petrol,Individual,Manual,Third Owner,16,Hyundai
500000,30000,Petrol,Individual,Manual,First Owner,8,Tata
385000,80000,Diesel,Individual,Manual,Second Owner,13,Renault
350000,90000,Petrol,Individual,Manual,First Owner,14,Skoda
60000,50000,Petrol,Individual,Manual,First Owner,23,Maruti
300000,50000,Petrol,Individual,Manual,First Owner,14,Hyundai
400000,70000,Diesel,Individual,Manual,First Owner,14,Hyundai
550000,110000,Diesel,Individual,Manual,First Owner,12,Ford
300000,80000,Petrol,Individual,Manual,Second Owner,14,Nissan
250000,156000,Diesel,Individual,Manual,First Owner,14,Maruti
800000,180000,Diesel,Individual,Manual,First Owner,14,Toyota
300000,25000,Petrol,Individual,Manual,First Owner,8,Maruti
80000,120000,Petrol,Individual,Manual,First Owner,22,Maruti
1200000,11000,Diesel,Individual,Manual,First Owner,6,Mahindra
355000,40000,Petrol,Individual,Automatic,First Owner,9,Renault
520000,50000,Diesel,Individual,Manual,First Owner,11,Maruti
500000,26000,Diesel,Individual,Manual,First Owner,14,Hyundai
114999,30000,Petrol,Individual,Manual,First Owner,18,Maruti
1800000,50000,Diesel,Individual,Manual,First Owner,12,Toyota
800000,20000,Diesel,Individual,Manual,First Owner,8,Mahindra
105000,30000,Petrol,Individual,Manual,Second Owner,18,Maruti
135000,78000,Petrol,Individual,Manual,First Owner,15,Maruti
170000,40000,Petrol,Individual,Manual,Second Owner,15,Maruti
550000,100000,Petrol,Individual,Manual,First Owner,12,Hyundai
250000,70000,Petrol,Individual,Manual,Third Owner,17,Honda
650000,30000,Diesel,Individual,Manual,Second Owner,12,Hyundai
210000,77000,Petrol,Individual,Automatic,Third Owner,18,Honda
260000,150000,Diesel,Individual,Manual,First Owner,15,Volkswagen
750000,69000,Diesel,Individual,Manual,First Owner,10,Maruti
1350000,120000,Diesel,Individual,Automatic,First Owner,10,Toyota
220000,120000,Diesel,Individual,Manual,Second Owner,14,Maruti
110000,110000,Petrol,Individual,Manual,Second Owner,18,Hyundai
1230000,70000,Diesel,Individual,Automatic,First Owner,9,Mahindra
220000,110000,Diesel,Individual,Manual,First Owner,13,Mahindra
130000,50000,Diesel,Individual,Manual,First Owner,17,Tata
330000,44000,Petrol,Individual,Manual,First Owner,14,Hyundai
254999,90000,Petrol,Individual,Manual,Second Owner,16,Honda
600000,50000,Petrol,Individual,Manual,Second Owner,12,Hyundai
210000,50000,Petrol,Individual,Manual,First Owner,14,Hyundai
300000,146000,Diesel,Individual,Manual,First Owner,12,Chevrolet
426000,15000,Petrol,Individual,Automatic,First Owner,8,Tata
265000,60000,Petrol,Individual,Manual,First Owner,11,Maruti
450000,35000,Petrol,Individual,Manual,Second Owner,10,Hyundai
480000,80000,Diesel,Individual,Manual,First Owner,14,Hyundai
395000,70000,Petrol,Individual,Manual,Second Owner,15,Honda
229999,62000,Petrol,Individual,Manual,Second Owner,13,Maruti
875000,10000,Petrol,Individual,Automatic,First Owner,8,Ford
170000,80000,CNG,Individual,Manual,Fourth & Above Owner,16,Maruti
500000,35000,Petrol,Individual,Manual,Second Owner,11,Hyundai
450000,40000,Petrol,Individual,Manual,First Owner,7,Maruti
550000,120000,Diesel,Individual,Manual,Third Owner,14,Maruti
200000,60000,Petrol,Individual,Manual,First Owner,13,Tata
80000,90000,Petrol,Individual,Manual,Second Owner,18,Tata
300000,250000,Diesel,Individual,Manual,Second Owner,16,Tata
675000,15000,Diesel,Individual,Manual,First Owner,7,Ford
260000,30000,Petrol,Individual,Manual,First Owner,9,Maruti
70000,117000,Petrol,Individual,Manual,Second Owner,25,Maruti
100000,70000,Petrol,Individual,Manual,First Owner,22,Maruti
730000,110000,Diesel,Individual,Manual,Second Owner,14,Toyota
525000,100000,Diesel,Individual,Manual,Second Owner,10,Nissan
525000,105000,Diesel,Individual,Manual,Second Owner,10,Nissan
550000,182000,Diesel,Individual,Manual,Third Owner,17,Toyota
420000,95000,Diesel,Individual,Manual,Second Owner,14,Toyota
500000,70000,Petrol,Individual,Manual,First Owner,11,Honda
165000,76000,Petrol,Individual,Manual,Second Owner,17,Maruti
650000,70000,Diesel,Individual,Manual,Second Owner,12,Hyundai
195000,46000,Diesel,Individual,Manual,First Owner,13,Chevrolet
75000,70000,Petrol,Individual,Manual,First Owner,27,Maruti
90000,90000,Petrol,Individual,Manual,First Owner,20,Maruti
515000,50000,Diesel,Individual,Manual,First Owner,10,Hyundai
700000,24585,Diesel,Dealer,Manual,Test Drive Car,9,Honda
62000,70000,Petrol,Individual,Manual,First Owner,25,Maruti
220000,110000,Diesel,Individual,Manual,Third Owner,15,Toyota
520000,10000,CNG,Individual,Manual,First Owner,7,Hyundai
170000,100000,Petrol,Individual,Manual,First Owner,16,Fiat
190000,110000,Diesel,Individual,Manual,Second Owner,15,Ford
150000,100000,Diesel,Individual,Manual,Second Owner,15,Ford
125000,65000,Petrol,Individual,Manual,First Owner,17,Maruti
290000,40000,Diesel,Individual,Manual,Third Owner,11,Honda
490000,13900,Petrol,Individual,Manual,First Owner,7,Maruti
434999,17563,Petrol,Individual,Manual,First Owner,9,Tata
380000,15000,Petrol,Individual,Manual,First Owner,10,Tata
200000,82000,Diesel,Individual,Manual,Second Owner,14,Volkswagen
495000,40000,Diesel,Individual,Manual,First Owner,10,Ford
894999,173000,Diesel,Individual,Manual,Third Owner,12,Toyota
600000,151000,Diesel,Individual,Manual,Second Owner,12,Mahindra
300000,50000,Petrol,Individual,Manual,First Owner,11,Honda
430000,15000,Petrol,Individual,Manual,First Owner,9,Honda
370000,80000,Diesel,Individual,Manual,First Owner,9,Honda
750000,11000,Petrol,Individual,Manual,First Owner,7,Maruti
300000,50000,CNG,Individual,Manual,First Owner,10,Maruti
700000,120000,Diesel,Individual,Automatic,Second Owner,14,BMW
100000,70000,LPG,Individual,Manual,Third Owner,19,Maruti
300000,90000,Petrol,Individual,Manual,First Owner,11,Hyundai
130000,185000,Diesel,Individual,Manual,Second Owner,14,Tata
650000,40000,Diesel,Individual,Manual,First Owner,10,Hyundai
509999,25000,Diesel,Individual,Manual,First Owner,9,Maruti
1000000,117780,Diesel,Individual,Manual,Second Owner,13,Toyota
280000,120000,Diesel,Individual,Manual,Second Owner,16,Hyundai
600000,120000,Diesel,Individual,Manual,First Owner,9,Maruti
210000,120000,Diesel,Individual,Manual,Third Owner,13,Skoda
1150000,110000,Diesel,Individual,Automatic,Second Owner,12,Audi
245000,30000,Petrol,Individual,Manual,First Owner,8,Hyundai
375000,25000,Petrol,Individual,Manual,First Owner,10,Hyundai
150000,55000,Diesel,Individual,Manual,Second Owner,11,Mahindra
1450000,20000,Diesel,Individual,Manual,First Owner,8,Mahindra
500000,100000,Diesel,Individual,Manual,Second Owner,12,Maruti
75000,40000,Petrol,Individual,Manual,Second Owner,19,Maruti
225000,80000,Petrol,Individual,Automatic,Third Owner,20,Hyundai
275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,20,Hyundai
620000,35000,Diesel,Individual,Manual,First Owner,8,Mahindra
600000,110000,Diesel,Individual,Manual,Second Owner,16,Nissan
275000,160000,Diesel,Individual,Manual,First Owner,15,Mahindra
125000,125000,Diesel,Individual,Manual,First Owner,13,Tata
80000,62000,Petrol,Individual,Manual,Second Owner,15,Tata
199000,120000,Diesel,Individual,Manual,Second Owner,15,Nissan
440000,33000,Petrol,Individual,Manual,Second Owner,10,Nissan
250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,13,Maruti
700000,35000,Diesel,Individual,Manual,First Owner,9,Hyundai
450000,50000,Diesel,Individual,Manual,First Owner,11,Hyundai
240000,5000,Petrol,Individual,Manual,First Owner,7,Maruti
650000,81595,Diesel,Dealer,Manual,First Owner,10,Ford
71000,22000,Petrol,Individual,Manual,First Owner,21,Hyundai
400000,40000,Petrol,Individual,Manual,First Owner,11,Maruti
130000,40000,Petrol,Individual,Manual,Second Owner,18,Maruti
300000,70000,Diesel,Individual,Manual,Second Owner,13,Mahindra
1100000,4000,Diesel,Individual,Manual,First Owner,7,Nissan
2200000,24000,Diesel,Individual,Automatic,First Owner,11,BMW
800000,13500,Petrol,Dealer,Manual,First Owner,8,Honda
490000,40000,Diesel,Individual,Manual,First Owner,13,Maruti
836000,9700,Petrol,Dealer,Manual,First Owner,8,Honda
375000,62000,Petrol,Individual,Manual,Second Owner,14,Volkswagen
1249000,24000,Diesel,Dealer,Manual,First Owner,10,Honda
1240000,13000,Diesel,Dealer,Manual,First Owner,7,Honda
1068000,36000,Petrol,Dealer,Manual,First Owner,9,Honda
1189000,40000,Diesel,Dealer,Manual,First Owner,9,Honda
700000,27000,Petrol,Individual,Manual,First Owner,8,Hyundai
350000,40000,Petrol,Individual,Manual,First Owner,10,Maruti
254999,80000,Petrol,Individual,Manual,Second Owner,17,Hyundai
229999,221000,Diesel,Individual,Manual,Third Owner,21,Mahindra
750000,80000,Diesel,Individual,Manual,First Owner,10,Hyundai
325000,119000,Diesel,Individual,Manual,Second Owner,14,Maruti
760000,190000,Diesel,Individual,Manual,Second Owner,17,Toyota
509999,25000,Petrol,Individual,Automatic,First Owner,9,Maruti
363000,28740,Petrol,Individual,Manual,First Owner,13,Nissan
229999,48500,Petrol,Individual,Manual,First Owner,16,Maruti
290000,110000,Petrol,Individual,Manual,Second Owner,14,Nissan
550000,30000,Petrol,Individual,Manual,First Owner,8,Maruti
125000,120000,Diesel,Individual,Manual,Second Owner,15,Tata
2000000,130000,Diesel,Individual,Automatic,First Owner,12,Other
350000,140000,Diesel,Individual,Manual,Second Owner,18,Toyota
390000,90000,Diesel,Individual,Manual,First Owner,15,Hyundai
220000,45000,Petrol,Individual,Manual,First Owner,11,Maruti
140000,80000,Petrol,Individual,Manual,Third Owner,21,Hyundai
370000,15000,Petrol,Individual,Automatic,First Owner,8,Maruti
650000,20000,Diesel,Individual,Manual,First Owner,7,Maruti
280000,37000,Petrol,Individual,Manual,First Owner,9,Maruti
540000,80000,Diesel,Individual,Manual,First Owner,10,Maruti
50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,24,Other
800000,20000,Petrol,Individual,Manual,First Owner,8,Maruti
515000,25000,Diesel,Individual,Manual,First Owner,10,Ford
220000,96000,Petrol,Individual,Manual,Third Owner,16,Hyundai
165000,53000,Petrol,Dealer,Manual,First Owner,13,Chevrolet
221000,65000,Diesel,Dealer,Manual,First Owner,16,Fiat
245000,43000,Petrol,Dealer,Manual,First Owner,11,Chevrolet
260000,42000,Petrol,Dealer,Manual,First Owner,14,Ford
550000,73000,Diesel,Dealer,Automatic,First Owner,15,Skoda
434999,29000,Petrol,Dealer,Manual,First Owner,11,Hyundai
450000,95000,Diesel,Dealer,Manual,First Owner,13,Tata
290000,25000,Petrol,Individual,Manual,First Owner,12,Chevrolet
305000,53000,Petrol,Dealer,Manual,Second Owner,15,Volkswagen
265000,20000,Petrol,Dealer,Manual,First Owner,15,Ford
325000,57000,Petrol,Dealer,Manual,First Owner,12,Honda
550000,52000,Diesel,Dealer,Manual,First Owner,12,Chevrolet
105000,40000,Petrol,Individual,Manual,First Owner,18,Maruti
275000,47000,Petrol,Dealer,Manual,First Owner,14,Honda
434999,47000,Petrol,Dealer,Manual,Second Owner,14,Honda
690000,73000,Diesel,Dealer,Manual,First Owner,10,Hyundai
249000,42000,Petrol,Dealer,Manual,Second Owner,14,Honda
204999,60000,Petrol,Dealer,Manual,Third Owner,14,Hyundai
190000,120000,Petrol,Individual,Manual,First Owner,11,Maruti
150000,50000,Petrol,Individual,Manual,First Owner,14,Maruti
70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,27,Maruti
900000,25000,Diesel,Individual,Manual,First Owner,8,Mahindra
950000,11000,Petrol,Individual,Automatic,First Owner,7,Maruti
475000,80000,Petrol,Individual,Manual,First Owner,13,Maruti
55000,80000,Petrol,Individual,Manual,Fourth & Above Owner,28,Maruti
450000,75000,Diesel,Individual,Manual,Second Owner,13,Ford
1200000,45000,Diesel,Individual,Automatic,Third Owner,17,BMW
300000,100000,Diesel,Individual,Manual,Second Owner,19,Mahindra
350000,60000,Diesel,Individual,Manual,Second Owner,12,Honda
229999,160000,Diesel,Individual,Manual,Second Owner,15,Tata
821000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai
200000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti
1000000,60000,Diesel,Individual,Manual,Second Owner,9,Mahindra
220000,60000,Petrol,Individual,Manual,Second Owner,10,Maruti
459999,148620,Diesel,Dealer,Manual,First Owner,11,Ford
310000,70000,Diesel,Individual,Manual,Second Owner,14,Maruti
815000,42000,Diesel,Individual,Manual,First Owner,8,Hyundai
1200000,40000,Diesel,Individual,Manual,First Owner,9,Hyundai
170000,150000,Diesel,Individual,Manual,Second Owner,15,Chevrolet
1000000,30000,Diesel,Individual,Manual,First Owner,9,Maruti
155000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai
400000,120000,Diesel,Individual,Manual,First Owner,9,Mahindra
400000,80000,Diesel,Individual,Manual,Second Owner,10,Mahindra
250000,80000,Diesel,Individual,Manual,Second Owner,16,Tata
150000,50000,Petrol,Individual,Manual,Third Owner,18,Tata
80000,70000,Petrol,Individual,Manual,Second Owner,24,Hyundai
325000,70000,Diesel,Individual,Automatic,First Owner,12,Volkswagen
738000,8000,Petrol,Individual,Automatic,First Owner,7,Hyundai
300000,30000,Petrol,Individual,Manual,First Owner,10,Maruti
150000,110000,Diesel,Individual,Manual,First Owner,14,Tata
440000,223000,Diesel,Individual,Manual,Fourth & Above Owner,19,Toyota
280000,110000,Diesel,Individual,Manual,First Owner,15,Volkswagen
100000,120000,Petrol,Individual,Manual,Second Owner,20,Hyundai
150000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti
380000,100000,Diesel,Individual,Manual,Second Owner,12,Maruti
90000,60000,Petrol,Individual,Manual,Second Owner,20,Maruti
275000,60000,Diesel,Individual,Manual,Second Owner,15,Skoda
180000,41090,Petrol,Individual,Manual,First Owner,17,Maruti
200000,40000,Petrol,Individual,Manual,First Owner,12,Maruti
500000,40000,Petrol,Individual,Manual,Second Owner,15,Toyota
300000,70000,Petrol,Individual,Manual,Second Owner,16,Ford
765000,80000,Diesel,Individual,Manual,Second Owner,11,Hyundai
650000,90000,Diesel,Individual,Manual,First Owner,9,Maruti
380000,19000,Petrol,Individual,Manual,First Owner,9,Maruti
480000,110000,Diesel,Individual,Manual,Second Owner,12,Maruti
200000,60000,Diesel,Individual,Manual,First Owner,30,Mahindra
145000,68000,CNG,Individual,Manual,Second Owner,16,Maruti
280000,120000,Diesel,Individual,Manual,Second Owner,15,Maruti
254999,30000,Diesel,Individual,Manual,First Owner,12,Maruti
300000,90000,Petrol,Individual,Manual,Second Owner,10,Tata
480000,140000,Diesel,Individual,Manual,Third Owner,11,Maruti
850000,44500,Petrol,Individual,Automatic,First Owner,9,Skoda
350000,52000,Diesel,Individual,Manual,Second Owner,12,Hyundai
650000,26000,Petrol,Individual,Manual,First Owner,10,Hyundai
550000,80000,Petrol,Individual,Manual,Second Owner,19,Tata
300000,35000,Petrol,Individual,Manual,First Owner,11,Maruti
150000,60000,Petrol,Individual,Manual,Second Owner,18,Maruti
300000,120000,Petrol,Individual,Manual,First Owner,12,Hyundai
80000,58000,Petrol,Individual,Manual,First Owner,22,Hyundai
180000,80000,Diesel,Individual,Manual,Third Owner,15,Tata
110000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17,Ford
425000,12000,Petrol,Individual,Manual,First Owner,11,Hyundai
700000,35000,Diesel,Individual,Manual,First Owner,10,Honda
130000,50000,Petrol,Individual,Manual,Second Owner,16,Maruti
650000,67000,Diesel,Individual,Manual,First Owner,9,Maruti
400000,100000,Petrol,Individual,Manual,Second Owner,13,Renault
800000,60000,Diesel,Individual,Manual,First Owner,9,Mahindra
675000,70000,Diesel,Individual,Manual,First Owner,9,Mahindra
210000,50000,Petrol,Individual,Manual,Fourth & Above Owner,9,Maruti
150000,120000,Diesel,Individual,Manual,Third Owner,17,Tata
45000,100000,CNG,Individual,Manual,Fourth & Above Owner,19,Maruti
516000,90000,Petrol,Individual,Manual,First Owner,11,Hyundai
450000,80000,Petrol,Individual,Manual,First Owner,12,Hyundai
134000,90000,Petrol,Individual,Manual,Second Owner,14,Chevrolet
